21-11-2024 09:51:17 | EASY_prep_Big_down | INFO | Starting EASY_prep_Big_down
21-11-2024 18:00:11 | EASY_Big_down_loop | INFO | Success! Got 0.013014639999999966usdt intrade C02__488295315699503104038
21-11-2024 18:00:11 | EASY_Big_down_loop | INFO | Bet C02__488295296363753472038 completed and removed.
21-11-2024 18:00:11 | EASY_Big_down_loop | INFO | Starting iteration
21-11-2024 18:05:05 | EASY_Big_down_loop | INFO | На состояние 18:05:05 активных ставок: 4, денег: 51.059$
21-11-2024 18:05:05 | EASY_Big_down_loop | INFO | На состояние 18:05:05 активных ставок: 4, денег: 51.059$
21-11-2024 18:05:08 | EASY_Big_down_loop | INFO | Starting iteration
21-11-2024 18:05:09 | EASY_Big_down_loop | INFO | Starting iteration
21-11-2024 18:10:05 | EASY_Big_down_loop | INFO | На состояние 18:10:05 активных ставок: 4, денег: 51.059$
21-11-2024 18:10:05 | EASY_Big_down_loop | INFO | На состояние 18:10:05 активных ставок: 4, денег: 51.059$
21-11-2024 18:10:08 | EASY_Big_down_loop | INFO | Starting iteration
21-11-2024 18:10:09 | EASY_Big_down_loop | INFO | Starting iteration
21-11-2024 18:15:05 | EASY_Big_down_loop | INFO | На состояние 18:15:05 активных ставок: 4, денег: 51.059$
21-11-2024 18:15:05 | EASY_Big_down_loop | INFO | На состояние 18:15:05 активных ставок: 4, денег: 51.059$
21-11-2024 18:15:09 | EASY_Big_down_loop | INFO | Starting iteration
21-11-2024 18:15:09 | EASY_Big_down_loop | INFO | Starting iteration
21-11-2024 18:20:05 | EASY_Big_down_loop | INFO | На состояние 18:20:05 активных ставок: 4, денег: 51.059$
21-11-2024 18:20:05 | EASY_Big_down_loop | INFO | На состояние 18:20:05 активных ставок: 4, денег: 51.059$
21-11-2024 18:20:09 | EASY_Big_down_loop | INFO | Starting iteration
21-11-2024 18:20:10 | EASY_Big_down_loop | INFO | Starting iteration
21-11-2024 18:25:05 | EASY_Big_down_loop | INFO | На состояние 18:25:05 активных ставок: 4, денег: 51.059$
21-11-2024 18:25:05 | EASY_Big_down_loop | INFO | На состояние 18:25:05 активных ставок: 4, денег: 51.059$
21-11-2024 18:25:05 | EASY_Big_down_loop | INFO | Price change detected: 0.952068530023098%
21-11-2024 18:25:05 | EASY_Big_down_loop | INFO | Price change detected: 0.952068530023098%
21-11-2024 18:25:06 | EASY_Big_down_loop | INFO | Market buy order placed, ID: C02__488302844542246913038
21-11-2024 18:25:06 | EASY_Big_down_loop | INFO | Market buy order placed, ID: C02__488302845322403858038
21-11-2024 18:25:10 | EASY_Big_down_loop | INFO | Bought KAS: 11.3
21-11-2024 18:25:10 | EASY_Big_down_loop | INFO | Bought KAS: 11.3
21-11-2024 18:25:11 | EASY_Big_down_loop | INFO | Limit sell order placed, ID: C02__488302864259694593038
21-11-2024 18:25:11 | EASY_Big_down_loop | INFO | Limit sell order placed, ID: C02__488302865270521856038
21-11-2024 18:25:15 | EASY_Big_down_loop | INFO | Success! Got 0.011953160000000018usdt intrade C02__488290284766031876038
21-11-2024 18:25:15 | EASY_Big_down_loop | INFO | Bet C02__488290265551945728038 completed and removed.
21-11-2024 18:25:15 | EASY_Big_down_loop | INFO | Starting iteration
21-11-2024 18:25:16 | EASY_Big_down_loop | INFO | Success! Got 0.011953160000000018usdt intrade C02__488290284300480513038
21-11-2024 18:25:16 | EASY_Big_down_loop | INFO | Bet C02__488290263467356160038 completed and removed.
21-11-2024 18:25:17 | EASY_Big_down_loop | INFO | Starting iteration
21-11-2024 18:30:05 | EASY_Big_down_loop | INFO | На состояние 18:30:05 активных ставок: 4, денег: 51.071$
21-11-2024 18:30:05 | EASY_Big_down_loop | INFO | Price change detected: 0.983845442533493%
21-11-2024 18:30:05 | EASY_Big_down_loop | INFO | На состояние 18:30:05 активных ставок: 4, денег: 51.071$
21-11-2024 18:30:06 | EASY_Big_down_loop | INFO | Market buy order placed, ID: C02__488304101831049216038
21-11-2024 18:30:06 | EASY_Big_down_loop | INFO | Price change detected: 0.983845442533493%
21-11-2024 18:30:07 | EASY_Big_down_loop | INFO | Market buy order placed, ID: C02__488304106339909638038
21-11-2024 18:30:10 | EASY_Big_down_loop | INFO | Bought KAS: 11.41
21-11-2024 18:30:11 | EASY_Big_down_loop | INFO | Bought KAS: 11.41
21-11-2024 18:30:11 | EASY_Big_down_loop | INFO | Limit sell order placed, ID: C02__488304124899696642038
21-11-2024 18:30:12 | EASY_Big_down_loop | INFO | Limit sell order placed, ID: C02__488304126766178325038
21-11-2024 18:30:16 | EASY_Big_down_loop | INFO | Starting iteration
21-11-2024 18:30:16 | EASY_Big_down_loop | INFO | Starting iteration
21-11-2024 18:35:05 | EASY_Big_down_loop | INFO | На состояние 18:35:05 активных ставок: 5, денег: 51.071$
21-11-2024 18:35:05 | EASY_Big_down_loop | INFO | На состояние 18:35:05 активных ставок: 5, денег: 51.071$
21-11-2024 18:35:10 | EASY_Big_down_loop | INFO | Starting iteration
21-11-2024 18:35:10 | EASY_Big_down_loop | INFO | Starting iteration
21-11-2024 18:40:05 | EASY_Big_down_loop | INFO | На состояние 18:40:05 активных ставок: 5, денег: 51.071$
21-11-2024 18:40:05 | EASY_Big_down_loop | INFO | На состояние 18:40:05 активных ставок: 5, денег: 51.071$
21-11-2024 18:40:09 | EASY_Big_down_loop | INFO | Starting iteration
21-11-2024 18:40:12 | EASY_Big_down_loop | INFO | Starting iteration
21-11-2024 18:45:05 | EASY_Big_down_loop | INFO | На состояние 18:45:05 активных ставок: 5, денег: 51.071$
21-11-2024 18:45:05 | EASY_Big_down_loop | INFO | На состояние 18:45:05 активных ставок: 5, денег: 51.071$
21-11-2024 18:45:09 | EASY_Big_down_loop | INFO | Starting iteration
21-11-2024 18:45:10 | EASY_Big_down_loop | INFO | Starting iteration
21-11-2024 18:50:05 | EASY_Big_down_loop | INFO | На состояние 18:50:05 активных ставок: 5, денег: 51.071$
21-11-2024 18:50:05 | EASY_Big_down_loop | INFO | На состояние 18:50:05 активных ставок: 5, денег: 51.071$
21-11-2024 18:50:12 | EASY_Big_down_loop | INFO | Success! Got 0.014090069999999955usdt intrade C02__488304126766178325038
21-11-2024 18:50:12 | EASY_Big_down_loop | INFO | Bet C02__488304106339909638038 completed and removed.
21-11-2024 18:50:12 | EASY_Big_down_loop | INFO | Starting iteration
21-11-2024 18:50:12 | EASY_Big_down_loop | INFO | Success! Got 0.014090069999999955usdt intrade C02__488304124899696642038
21-11-2024 18:50:12 | EASY_Big_down_loop | INFO | Bet C02__488304101831049216038 completed and removed.
21-11-2024 18:50:12 | EASY_Big_down_loop | INFO | Starting iteration
21-11-2024 18:55:05 | EASY_Big_down_loop | INFO | На состояние 18:55:05 активных ставок: 4, денег: 51.085$
21-11-2024 18:55:05 | EASY_Big_down_loop | INFO | На состояние 18:55:05 активных ставок: 4, денег: 51.085$
21-11-2024 18:55:05 | EASY_Big_down_loop | INFO | Price change detected: 0.4159452859312296%
21-11-2024 18:55:05 | EASY_Big_down_loop | INFO | Price change detected: 0.4159452859312296%
21-11-2024 18:55:06 | EASY_Big_down_loop | INFO | Market buy order placed, ID: C02__488310394788593664038
21-11-2024 18:55:06 | EASY_Big_down_loop | INFO | Market buy order placed, ID: C02__488310395245789185038
21-11-2024 18:55:10 | EASY_Big_down_loop | INFO | Bought KAS: 11.35
21-11-2024 18:55:11 | EASY_Big_down_loop | INFO | Bought KAS: 11.35
21-11-2024 18:55:11 | EASY_Big_down_loop | INFO | Limit sell order placed, ID: C02__488310415047069696038
21-11-2024 18:55:12 | EASY_Big_down_loop | INFO | Limit sell order placed, ID: C02__488310417869844482038
21-11-2024 18:55:15 | EASY_Big_down_loop | INFO | Starting iteration
21-11-2024 18:55:16 | EASY_Big_down_loop | INFO | Starting iteration
21-11-2024 19:00:05 | EASY_Big_down_loop | INFO | На состояние 19:00:05 активных ставок: 5, денег: 51.085$
21-11-2024 19:00:05 | EASY_Big_down_loop | INFO | На состояние 19:00:05 активных ставок: 5, денег: 51.085$
21-11-2024 19:00:10 | EASY_Big_down_loop | INFO | Starting iteration
21-11-2024 19:00:10 | EASY_Big_down_loop | INFO | Starting iteration
21-11-2024 19:05:05 | EASY_Big_down_loop | INFO | На состояние 19:05:05 активных ставок: 5, денег: 51.085$
21-11-2024 19:05:05 | EASY_Big_down_loop | INFO | На состояние 19:05:05 активных ставок: 5, денег: 51.085$
21-11-2024 19:05:11 | EASY_Big_down_loop | INFO | Starting iteration
21-11-2024 19:05:11 | EASY_Big_down_loop | INFO | Starting iteration
21-11-2024 19:10:05 | EASY_Big_down_loop | INFO | На состояние 19:10:05 активных ставок: 5, денег: 51.085$
21-11-2024 19:10:05 | EASY_Big_down_loop | INFO | На состояние 19:10:05 активных ставок: 5, денег: 51.085$
21-11-2024 19:10:10 | EASY_Big_down_loop | INFO | Success! Got 0.005451000000000095usdt intrade C02__488310415047069696038
21-11-2024 19:10:10 | EASY_Big_down_loop | INFO | Bet C02__488310395245789185038 completed and removed.
21-11-2024 19:10:10 | EASY_Big_down_loop | INFO | Starting iteration
21-11-2024 19:10:11 | EASY_Big_down_loop | INFO | Success! Got 0.005451000000000095usdt intrade C02__488310417869844482038
21-11-2024 19:10:11 | EASY_Big_down_loop | INFO | Bet C02__488310394788593664038 completed and removed.
21-11-2024 19:10:11 | EASY_Big_down_loop | INFO | Starting iteration
21-11-2024 19:15:05 | EASY_Big_down_loop | INFO | На состояние 19:15:05 активных ставок: 4, денег: 51.09$
21-11-2024 19:15:05 | EASY_Big_down_loop | INFO | На состояние 19:15:05 активных ставок: 4, денег: 51.09$
21-11-2024 19:15:08 | EASY_Big_down_loop | INFO | Starting iteration
21-11-2024 19:15:08 | EASY_Big_down_loop | INFO | Starting iteration
21-11-2024 19:20:05 | EASY_Big_down_loop | INFO | На состояние 19:20:05 активных ставок: 4, денег: 51.09$
21-11-2024 19:20:05 | EASY_Big_down_loop | INFO | На состояние 19:20:05 активных ставок: 4, денег: 51.09$
21-11-2024 19:20:08 | EASY_Big_down_loop | INFO | Starting iteration
21-11-2024 19:20:08 | EASY_Big_down_loop | INFO | Starting iteration
21-11-2024 19:25:05 | EASY_Big_down_loop | INFO | На состояние 19:25:05 активных ставок: 4, денег: 51.09$
21-11-2024 19:25:05 | EASY_Big_down_loop | INFO | На состояние 19:25:05 активных ставок: 4, денег: 51.09$
21-11-2024 19:25:08 | EASY_Big_down_loop | INFO | Starting iteration
21-11-2024 19:25:08 | EASY_Big_down_loop | INFO | Starting iteration
21-11-2024 19:30:05 | EASY_Big_down_loop | INFO | На состояние 19:30:05 активных ставок: 4, денег: 51.09$
21-11-2024 19:30:05 | EASY_Big_down_loop | INFO | На состояние 19:30:05 активных ставок: 4, денег: 51.09$
21-11-2024 19:30:08 | EASY_Big_down_loop | INFO | Starting iteration
21-11-2024 19:30:08 | EASY_Big_down_loop | INFO | Starting iteration
21-11-2024 19:35:05 | EASY_Big_down_loop | INFO | На состояние 19:35:05 активных ставок: 4, денег: 51.09$
21-11-2024 19:35:05 | EASY_Big_down_loop | INFO | На состояние 19:35:05 активных ставок: 4, денег: 51.09$
21-11-2024 19:35:08 | EASY_Big_down_loop | INFO | Starting iteration
21-11-2024 19:35:08 | EASY_Big_down_loop | INFO | Starting iteration
21-11-2024 19:40:05 | EASY_Big_down_loop | INFO | На состояние 19:40:05 активных ставок: 4, денег: 51.09$
21-11-2024 19:40:05 | EASY_Big_down_loop | INFO | На состояние 19:40:05 активных ставок: 4, денег: 51.09$
21-11-2024 19:40:06 | EASY_Big_down_loop | INFO | Price change detected: 0.7253635209053755%
21-11-2024 19:40:06 | EASY_Big_down_loop | INFO | Price change detected: 0.7253635209053755%
21-11-2024 19:40:06 | EASY_Big_down_loop | INFO | Market buy order placed, ID: C02__488321720755773440038
21-11-2024 19:40:06 | EASY_Big_down_loop | INFO | Market buy order placed, ID: C02__488321721498152961038
21-11-2024 19:40:10 | EASY_Big_down_loop | INFO | Bought KAS: 11.33
21-11-2024 19:40:10 | EASY_Big_down_loop | INFO | Bought KAS: 11.33
21-11-2024 19:40:11 | EASY_Big_down_loop | INFO | Limit sell order placed, ID: C02__488321739017764864038
21-11-2024 19:40:11 | EASY_Big_down_loop | INFO | Limit sell order placed, ID: C02__488321739948879872038
21-11-2024 19:40:15 | EASY_Big_down_loop | INFO | Starting iteration
21-11-2024 19:40:15 | EASY_Big_down_loop | INFO | Starting iteration
21-11-2024 19:45:05 | EASY_Big_down_loop | INFO | На состояние 19:45:05 активных ставок: 5, денег: 51.09$
21-11-2024 19:45:05 | EASY_Big_down_loop | INFO | На состояние 19:45:05 активных ставок: 5, денег: 51.09$
21-11-2024 19:45:08 | EASY_Big_down_loop | INFO | Starting iteration
21-11-2024 19:45:09 | EASY_Big_down_loop | INFO | Starting iteration
21-11-2024 19:50:05 | EASY_Big_down_loop | INFO | На состояние 19:50:05 активных ставок: 5, денег: 51.09$
21-11-2024 19:50:05 | EASY_Big_down_loop | INFO | На состояние 19:50:05 активных ставок: 5, денег: 51.09$
21-11-2024 19:50:08 | EASY_Big_down_loop | INFO | Starting iteration
21-11-2024 19:50:09 | EASY_Big_down_loop | INFO | Starting iteration
21-11-2024 19:55:05 | EASY_Big_down_loop | INFO | На состояние 19:55:05 активных ставок: 5, денег: 51.09$
21-11-2024 19:55:05 | EASY_Big_down_loop | INFO | На состояние 19:55:05 активных ставок: 5, денег: 51.09$
21-11-2024 19:55:09 | EASY_Big_down_loop | INFO | Starting iteration
21-11-2024 19:55:09 | EASY_Big_down_loop | INFO | Starting iteration
21-11-2024 20:00:05 | EASY_Big_down_loop | INFO | На состояние 20:00:05 активных ставок: 5, денег: 51.09$
21-11-2024 20:00:05 | EASY_Big_down_loop | INFO | На состояние 20:00:05 активных ставок: 5, денег: 51.09$
21-11-2024 20:00:08 | EASY_Big_down_loop | INFO | Starting iteration
21-11-2024 20:00:09 | EASY_Big_down_loop | INFO | Starting iteration
21-11-2024 20:05:05 | EASY_Big_down_loop | INFO | На состояние 20:05:05 активных ставок: 5, денег: 51.09$
21-11-2024 20:05:05 | EASY_Big_down_loop | INFO | На состояние 20:05:05 активных ставок: 5, денег: 51.09$
21-11-2024 20:05:10 | EASY_Big_down_loop | INFO | Success! Got 0.011917680000000042usdt intrade C02__488321739948879872038
21-11-2024 20:05:10 | EASY_Big_down_loop | INFO | Bet C02__488321721498152961038 completed and removed.
21-11-2024 20:05:10 | EASY_Big_down_loop | INFO | Starting iteration
21-11-2024 20:05:10 | EASY_Big_down_loop | INFO | Success! Got 0.011917680000000042usdt intrade C02__488321739017764864038
21-11-2024 20:05:10 | EASY_Big_down_loop | INFO | Bet C02__488321720755773440038 completed and removed.
21-11-2024 20:05:10 | EASY_Big_down_loop | INFO | Starting iteration
21-11-2024 20:10:05 | EASY_Big_down_loop | INFO | На состояние 20:10:05 активных ставок: 4, денег: 51.102$
21-11-2024 20:10:05 | EASY_Big_down_loop | INFO | На состояние 20:10:05 активных ставок: 4, денег: 51.102$
21-11-2024 20:10:08 | EASY_Big_down_loop | INFO | Starting iteration
21-11-2024 20:10:09 | EASY_Big_down_loop | INFO | Starting iteration
21-11-2024 20:15:05 | EASY_Big_down_loop | INFO | На состояние 20:15:05 активных ставок: 4, денег: 51.102$
21-11-2024 20:15:05 | EASY_Big_down_loop | INFO | На состояние 20:15:05 активных ставок: 4, денег: 51.102$
21-11-2024 20:15:08 | EASY_Big_down_loop | INFO | Starting iteration
21-11-2024 20:15:08 | EASY_Big_down_loop | INFO | Starting iteration
21-11-2024 20:20:05 | EASY_Big_down_loop | INFO | На состояние 20:20:05 активных ставок: 4, денег: 51.102$
21-11-2024 20:20:05 | EASY_Big_down_loop | INFO | На состояние 20:20:05 активных ставок: 4, денег: 51.102$
21-11-2024 20:20:08 | EASY_Big_down_loop | INFO | Starting iteration
21-11-2024 20:20:08 | EASY_Big_down_loop | INFO | Starting iteration
21-11-2024 20:25:05 | EASY_Big_down_loop | INFO | На состояние 20:25:05 активных ставок: 4, денег: 51.102$
21-11-2024 20:25:05 | EASY_Big_down_loop | INFO | На состояние 20:25:05 активных ставок: 4, денег: 51.102$
21-11-2024 20:25:08 | EASY_Big_down_loop | INFO | Starting iteration
21-11-2024 20:25:08 | EASY_Big_down_loop | INFO | Starting iteration
21-11-2024 20:30:05 | EASY_Big_down_loop | INFO | На состояние 20:30:05 активных ставок: 4, денег: 51.102$
21-11-2024 20:30:05 | EASY_Big_down_loop | INFO | На состояние 20:30:05 активных ставок: 4, денег: 51.102$
21-11-2024 20:30:08 | EASY_Big_down_loop | INFO | Starting iteration
21-11-2024 20:30:08 | EASY_Big_down_loop | INFO | Starting iteration
21-11-2024 20:35:05 | EASY_Big_down_loop | INFO | На состояние 20:35:05 активных ставок: 4, денег: 51.102$
21-11-2024 20:35:05 | EASY_Big_down_loop | INFO | На состояние 20:35:05 активных ставок: 4, денег: 51.102$
21-11-2024 20:35:08 | EASY_Big_down_loop | INFO | Starting iteration
21-11-2024 20:35:09 | EASY_Big_down_loop | INFO | Starting iteration
21-11-2024 20:40:05 | EASY_Big_down_loop | INFO | На состояние 20:40:05 активных ставок: 4, денег: 51.102$
21-11-2024 20:40:05 | EASY_Big_down_loop | INFO | На состояние 20:40:05 активных ставок: 4, денег: 51.102$
21-11-2024 20:40:08 | EASY_Big_down_loop | INFO | Starting iteration
21-11-2024 20:40:09 | EASY_Big_down_loop | INFO | Starting iteration
21-11-2024 20:45:05 | EASY_Big_down_loop | INFO | На состояние 20:45:05 активных ставок: 4, денег: 51.102$
21-11-2024 20:45:05 | EASY_Big_down_loop | INFO | На состояние 20:45:05 активных ставок: 4, денег: 51.102$
21-11-2024 20:45:08 | EASY_Big_down_loop | INFO | Starting iteration
21-11-2024 20:45:08 | EASY_Big_down_loop | INFO | Starting iteration
21-11-2024 20:50:05 | EASY_Big_down_loop | INFO | На состояние 20:50:05 активных ставок: 4, денег: 51.102$
21-11-2024 20:50:05 | EASY_Big_down_loop | INFO | На состояние 20:50:05 активных ставок: 4, денег: 51.102$
21-11-2024 20:50:09 | EASY_Big_down_loop | INFO | Starting iteration
21-11-2024 20:50:10 | EASY_Big_down_loop | INFO | Starting iteration
21-11-2024 20:55:05 | EASY_Big_down_loop | INFO | На состояние 20:55:05 активных ставок: 4, денег: 51.102$
21-11-2024 20:55:05 | EASY_Big_down_loop | INFO | На состояние 20:55:05 активных ставок: 4, денег: 51.102$
21-11-2024 20:55:08 | EASY_Big_down_loop | INFO | Starting iteration
21-11-2024 20:55:08 | EASY_Big_down_loop | INFO | Starting iteration
21-11-2024 21:00:05 | EASY_Big_down_loop | INFO | На состояние 21:00:05 активных ставок: 4, денег: 51.102$
21-11-2024 21:00:05 | EASY_Big_down_loop | INFO | На состояние 21:00:05 активных ставок: 4, денег: 51.102$
21-11-2024 21:00:09 | EASY_Big_down_loop | INFO | Starting iteration
21-11-2024 21:00:09 | EASY_Big_down_loop | INFO | Starting iteration
21-11-2024 21:05:05 | EASY_Big_down_loop | INFO | На состояние 21:05:05 активных ставок: 4, денег: 51.102$
21-11-2024 21:05:05 | EASY_Big_down_loop | INFO | На состояние 21:05:05 активных ставок: 4, денег: 51.102$
21-11-2024 21:05:08 | EASY_Big_down_loop | INFO | Starting iteration
21-11-2024 21:05:08 | EASY_Big_down_loop | INFO | Starting iteration
21-11-2024 21:10:05 | EASY_Big_down_loop | INFO | На состояние 21:10:05 активных ставок: 4, денег: 51.102$
21-11-2024 21:10:05 | EASY_Big_down_loop | INFO | На состояние 21:10:05 активных ставок: 4, денег: 51.102$
21-11-2024 21:10:09 | EASY_Big_down_loop | INFO | Starting iteration
21-11-2024 21:10:09 | EASY_Big_down_loop | INFO | Starting iteration
21-11-2024 21:15:05 | EASY_Big_down_loop | INFO | На состояние 21:15:05 активных ставок: 4, денег: 51.102$
21-11-2024 21:15:05 | EASY_Big_down_loop | INFO | На состояние 21:15:05 активных ставок: 4, денег: 51.102$
21-11-2024 21:15:08 | EASY_Big_down_loop | INFO | Starting iteration
21-11-2024 21:15:08 | EASY_Big_down_loop | INFO | Starting iteration
21-11-2024 21:20:05 | EASY_Big_down_loop | INFO | На состояние 21:20:05 активных ставок: 4, денег: 51.102$
21-11-2024 21:20:05 | EASY_Big_down_loop | INFO | На состояние 21:20:05 активных ставок: 4, денег: 51.102$
21-11-2024 21:20:08 | EASY_Big_down_loop | INFO | Starting iteration
21-11-2024 21:20:09 | EASY_Big_down_loop | INFO | Starting iteration
21-11-2024 21:25:05 | EASY_Big_down_loop | INFO | На состояние 21:25:05 активных ставок: 4, денег: 51.102$
21-11-2024 21:25:05 | EASY_Big_down_loop | INFO | На состояние 21:25:05 активных ставок: 4, денег: 51.102$
21-11-2024 21:25:08 | EASY_Big_down_loop | INFO | Starting iteration
21-11-2024 21:25:09 | EASY_Big_down_loop | INFO | Starting iteration
21-11-2024 21:30:05 | EASY_Big_down_loop | INFO | На состояние 21:30:05 активных ставок: 4, денег: 51.102$
21-11-2024 21:30:05 | EASY_Big_down_loop | INFO | На состояние 21:30:05 активных ставок: 4, денег: 51.102$
21-11-2024 21:30:09 | EASY_Big_down_loop | INFO | Starting iteration
21-11-2024 21:30:09 | EASY_Big_down_loop | INFO | Starting iteration
21-11-2024 21:35:05 | EASY_Big_down_loop | INFO | На состояние 21:35:05 активных ставок: 4, денег: 51.102$
21-11-2024 21:35:05 | EASY_Big_down_loop | INFO | На состояние 21:35:05 активных ставок: 4, денег: 51.102$
21-11-2024 21:35:08 | EASY_Big_down_loop | INFO | Starting iteration
21-11-2024 21:35:08 | EASY_Big_down_loop | INFO | Starting iteration
21-11-2024 21:40:05 | EASY_Big_down_loop | INFO | На состояние 21:40:05 активных ставок: 4, денег: 51.102$
21-11-2024 21:40:05 | EASY_Big_down_loop | INFO | На состояние 21:40:05 активных ставок: 4, денег: 51.102$
21-11-2024 21:40:08 | EASY_Big_down_loop | INFO | Starting iteration
21-11-2024 21:40:08 | EASY_Big_down_loop | INFO | Starting iteration
21-11-2024 21:45:05 | EASY_Big_down_loop | INFO | На состояние 21:45:05 активных ставок: 4, денег: 51.102$
21-11-2024 21:45:05 | EASY_Big_down_loop | INFO | На состояние 21:45:05 активных ставок: 4, денег: 51.102$
21-11-2024 21:45:06 | EASY_Big_down_loop | INFO | Price change detected: 0.6088281981647015%
21-11-2024 21:45:06 | EASY_Big_down_loop | INFO | Price change detected: 0.6088281981647015%
21-11-2024 21:45:06 | EASY_Big_down_loop | INFO | Market buy order placed, ID: C02__488353178220298240038
21-11-2024 21:45:07 | EASY_Big_down_loop | INFO | Market buy order placed, ID: C02__488353178883006464038
21-11-2024 21:45:11 | EASY_Big_down_loop | INFO | Bought KAS: 11.3
21-11-2024 21:45:11 | EASY_Big_down_loop | INFO | Bought KAS: 11.3
21-11-2024 21:45:11 | EASY_Big_down_loop | INFO | Limit sell order placed, ID: C02__488353199586086912038
21-11-2024 21:45:12 | EASY_Big_down_loop | INFO | Limit sell order placed, ID: C02__488353201322516480038
21-11-2024 21:45:15 | EASY_Big_down_loop | INFO | Starting iteration
21-11-2024 21:45:16 | EASY_Big_down_loop | INFO | Starting iteration
21-11-2024 21:50:05 | EASY_Big_down_loop | INFO | На состояние 21:50:05 активных ставок: 5, денег: 51.102$
21-11-2024 21:50:05 | EASY_Big_down_loop | INFO | На состояние 21:50:05 активных ставок: 5, денег: 51.102$
21-11-2024 21:50:09 | EASY_Big_down_loop | INFO | Starting iteration
21-11-2024 21:50:10 | EASY_Big_down_loop | INFO | Starting iteration
21-11-2024 21:55:05 | EASY_Big_down_loop | INFO | На состояние 21:55:05 активных ставок: 5, денег: 51.102$
21-11-2024 21:55:05 | EASY_Big_down_loop | INFO | На состояние 21:55:05 активных ставок: 5, денег: 51.102$
21-11-2024 21:55:28 | EASY_Big_down_loop | INFO | Starting iteration
21-11-2024 21:55:28 | EASY_Big_down_loop | INFO | Starting iteration
21-11-2024 22:00:05 | EASY_Big_down_loop | INFO | На состояние 22:00:05 активных ставок: 5, денег: 51.102$
21-11-2024 22:00:05 | EASY_Big_down_loop | INFO | На состояние 22:00:05 активных ставок: 5, денег: 51.102$
21-11-2024 22:00:09 | EASY_Big_down_loop | INFO | Starting iteration
21-11-2024 22:00:09 | EASY_Big_down_loop | INFO | Starting iteration
21-11-2024 22:05:05 | EASY_Big_down_loop | INFO | На состояние 22:05:05 активных ставок: 5, денег: 51.102$
21-11-2024 22:05:05 | EASY_Big_down_loop | INFO | На состояние 22:05:05 активных ставок: 5, денег: 51.102$
21-11-2024 22:05:10 | EASY_Big_down_loop | INFO | Success! Got 0.013882300000000125usdt intrade C02__488302864259694593038
21-11-2024 22:05:10 | EASY_Big_down_loop | INFO | Success! Got 0.013882300000000125usdt intrade C02__488302865270521856038
21-11-2024 22:05:12 | EASY_Big_down_loop | INFO | Success! Got 0.00941879999999995usdt intrade C02__488353199586086912038
21-11-2024 22:05:12 | EASY_Big_down_loop | INFO | Bet C02__488302844542246913038 completed and removed.
21-11-2024 22:05:12 | EASY_Big_down_loop | INFO | Bet C02__488353178220298240038 completed and removed.
21-11-2024 22:05:12 | EASY_Big_down_loop | INFO | Starting iteration
21-11-2024 22:05:12 | EASY_Big_down_loop | INFO | Success! Got 0.00941879999999995usdt intrade C02__488353201322516480038
21-11-2024 22:05:12 | EASY_Big_down_loop | INFO | Bet C02__488302845322403858038 completed and removed.
21-11-2024 22:05:12 | EASY_Big_down_loop | INFO | Bet C02__488353178883006464038 completed and removed.
21-11-2024 22:05:12 | EASY_Big_down_loop | INFO | Starting iteration
21-11-2024 22:10:05 | EASY_Big_down_loop | INFO | На состояние 22:10:05 активных ставок: 3, денег: 51.125$
21-11-2024 22:10:05 | EASY_Big_down_loop | INFO | На состояние 22:10:05 активных ставок: 3, денег: 51.125$
21-11-2024 22:10:08 | EASY_Big_down_loop | INFO | Starting iteration
21-11-2024 22:10:08 | EASY_Big_down_loop | INFO | Starting iteration
21-11-2024 22:15:05 | EASY_Big_down_loop | INFO | На состояние 22:15:05 активных ставок: 3, денег: 51.125$
21-11-2024 22:15:05 | EASY_Big_down_loop | INFO | На состояние 22:15:05 активных ставок: 3, денег: 51.125$
21-11-2024 22:15:08 | EASY_Big_down_loop | INFO | Starting iteration
21-11-2024 22:15:08 | EASY_Big_down_loop | INFO | Starting iteration
21-11-2024 22:20:05 | EASY_Big_down_loop | INFO | На состояние 22:20:05 активных ставок: 3, денег: 51.125$
21-11-2024 22:20:05 | EASY_Big_down_loop | INFO | На состояние 22:20:05 активных ставок: 3, денег: 51.125$
21-11-2024 22:20:05 | EASY_Big_down_loop | INFO | Price change detected: 0.5169209558516741%
21-11-2024 22:20:05 | EASY_Big_down_loop | INFO | Price change detected: 0.5169209558516741%
21-11-2024 22:20:06 | EASY_Big_down_loop | INFO | Market buy order placed, ID: C02__488361984232873988038
21-11-2024 22:20:06 | EASY_Big_down_loop | INFO | Market buy order placed, ID: C02__488361984467726338038
21-11-2024 22:20:10 | EASY_Big_down_loop | INFO | Bought KAS: 11.29
21-11-2024 22:20:10 | EASY_Big_down_loop | INFO | Bought KAS: 11.29
21-11-2024 22:20:11 | EASY_Big_down_loop | INFO | Limit sell order placed, ID: C02__488362005409882112038
21-11-2024 22:20:11 | EASY_Big_down_loop | INFO | Limit sell order placed, ID: C02__488362005795766286038
21-11-2024 22:20:14 | EASY_Big_down_loop | INFO | Starting iteration
21-11-2024 22:20:14 | EASY_Big_down_loop | INFO | Starting iteration
21-11-2024 22:25:05 | EASY_Big_down_loop | INFO | На состояние 22:25:05 активных ставок: 4, денег: 51.125$
21-11-2024 22:25:05 | EASY_Big_down_loop | INFO | На состояние 22:25:05 активных ставок: 4, денег: 51.125$
